Company,Month,Revenue,COGS,Gross_Profit,Gross_Margin_%,SG&A,R&D,Operating_Income_(EBIT),Interest_Expense,Tax_Expense,Net_Income,Assets,Debt,Equity,ROE_%,ROA_%,Debt/EBITDA,Debt/Equity
Gulf Motors Core,2024-08-31,807330,481343,325987,40.38,154188,27657,144141,47211,31711,65219,4272178,2175559,2096618,3.11,1.53,15.09,1.04
Gulf Motors Core,2024-09-30,784775,463423,321352,40.95,145417,28066,147868,49509,32530,65827,4246388,2219129,2027259,3.25,1.55,15.01,1.09
Gulf Motors Core,2024-10-31,853243,516101,337141,39.51,157686,31104,148349,48721,32637,66990,4242903,2203163,2039740,3.28,1.58,14.85,1.08
Gulf Motors Core,2024-11-30,834931,504566,330364,39.57,160310,31755,138299,49065,30425,58807,4214157,2146822,2067335,2.84,1.4,15.52,1.04
Gulf Motors Core,2024-12-31,789864,479971,309892,39.23,155570,27536,126786,51355,27892,47538,4257333,2203198,2054135,2.31,1.12,17.38,1.07
Britannia Aero Markets,2022-01-31,2216816,1340365,876451,39.54,375964,234064,266421,140910,58612,66899,11737473,6973761,4763712,1.4,0.57,26.17,1.46
Britannia Aero Markets,2022-02-28,2262495,1359740,902754,39.9,370039,250550,282164,143144,62076,76943,11544517,6862079,4682438,1.64,0.67,24.31,1.47
Britannia Aero Markets,2022-03-31,2375223,1415131,960091,40.42,406897,244782,308411,135529,67850,105032,11473096,6883161,4589935,2.29,0.92,22.32,1.5
Britannia Aero Markets,2022-04-30,2189456,1326431,863025,39.42,368936,218465,275622,138961,60636,76023,11605552,6970721,4634830,1.64,0.66,25.29,1.5
Britannia Aero Markets,2022-05-31,2204919,1324399,880519,39.93,376932,216251,287335,141123,63213,82998,11502654,6887857,4614797,1.8,0.72,23.97,1.49
Britannia Aero Markets,2022-06-30,2174957,1290873,884083,40.65,347124,232965,303992,144310,66878,92804,11565275,7018028,4547246,2.04,0.8,23.08,1.54
Britannia Aero Markets,2022-07-31,2133350,1267626,865724,40.58,369872,237729,258123,136346,56787,64989,11686063,6894587,4791475,1.36,0.56,26.71,1.44
Britannia Aero Markets,2022-08-31,2278942,1378633,900308,39.51,368553,285583,246171,143637,54157,48376,11513640,6925485,4588155,1.05,0.42,28.13,1.51
Britannia Aero Markets,2022-09-30,2284134,1366387,917747,40.18,373651,211078,333017,135751,73263,124002,11541034,6998557,4542476,2.73,1.07,21.01,1.54
Britannia Aero Markets,2022-10-31,2226041,1357692,868349,39.01,389122,227760,251466,141261,55322,54882,11472342,6875404,4596937,1.19,0.48,27.34,1.5
Britannia Aero Markets,2022-11-30,2098364,1248991,849373,40.48,362350,207733,279290,141893,61443,75952,11556494,6960221,4596272,1.65,0.66,24.92,1.51
Britannia Aero Markets,2022-12-31,2272111,1381791,890320,39.18,358997,221170,310151,139935,68233,101982,11638700,6970742,4667958,2.18,0.88,22.47,1.49
Britannia Aero Markets,2023-01-31,2195005,1304724,890281,40.56,365213,214006,311061,142326,68433,100301,11545782,6957411,4588370,2.19,0.87,22.37,1.52
Britannia Aero Markets,2023-02-28,2314267,1389824,924443,39.95,387214,222702,314525,139164,69195,106166,11611665,6880343,4731321,2.24,0.91,21.87,1.45
Britannia Aero Markets,2023-03-31,2244003,1317849,926154,41.27,366406,228584,331162,135139,72855,123167,11615610,6934285,4681324,2.63,1.06,20.94,1.48
Britannia Aero Markets,2023-04-30,2359836,1428635,931201,39.46,393785,266881,270534,147065,59517,63950,11597086,7037739,4559347,1.4,0.55,26.01,1.54
Britannia Aero Markets,2023-05-31,2070667,1219936,850731,41.08,324103,197886,328741,143745,72323,112673,11559317,6994338,4564979,2.47,0.97,21.28,1.53
Britannia Aero Markets,2023-06-30,2199061,1325322,873739,39.73,364281,213494,295963,151077,65111,79773,11646514,7025111,4621402,1.73,0.68,23.73,1.52
Britannia Aero Markets,2023-07-31,2194591,1343414,851176,38.79,367224,248525,235426,138661,51793,44970,11638026,6980242,4657783,0.97,0.39,29.65,1.5
Britannia Aero Markets,2023-08-31,2304650,1391547,913102,39.62,373536,241854,297712,133616,65497,98599,11606816,6910450,4696365,2.1,0.85,23.21,1.47
Britannia Aero Markets,2023-09-30,2310053,1397819,912233,39.49,390361,223201,298671,137601,65707,95362,11618627,6870994,4747633,2.01,0.82,23.0,1.45
Britannia Aero Markets,2023-10-31,2203427,1327939,875487,39.73,363045,226289,286153,140528,62953,82670,11547254,6858588,4688665,1.76,0.72,23.97,1.46
Britannia Aero Markets,2023-11-30,2220174,1323456,896718,40.39,367451,238510,290756,140196,63966,86593,11592813,6837809,4755003,1.82,0.75,23.52,1.44
Britannia Aero Markets,2023-12-31,2055137,1209474,845662,41.15,336638,190963,318060,136183,69973,111903,11606704,6867929,4738775,2.36,0.96,21.59,1.45
Britannia Aero Markets,2024-01-31,2236990,1315050,921939,41.21,358735,261226,301978,135533,66435,100009,11428792,6957020,4471772,2.24,0.88,23.04,1.56
Britannia Aero Markets,2024-02-29,2156700,1293775,862924,40.01,366863,206260,289801,142258,63756,83786,11669740,6979485,4690255,1.79,0.72,24.08,1.49
Britannia Aero Markets,2024-03-31,2225086,1336465,888620,39.94,363885,240131,284604,130501,62612,91489,11574616,6831588,4743027,1.93,0.79,24.0,1.44
Britannia Aero Markets,2024-04-30,2082606,1233968,848637,40.75,352931,190935,304771,135689,67049,102032,11562478,6995668,4566810,2.23,0.88,22.95,1.53
Britannia Aero Markets,2024-05-31,2179053,1315066,863987,39.65,374598,226115,263274,139662,57920,65691,11437108,6739896,4697212,1.4,0.57,25.6,1.43
Britannia Aero Markets,2024-06-30,2278299,1327827,950471,41.72,409634,235545,305291,135002,67164,103124,11609655,7001340,4608315,2.24,0.89,22.93,1.52
Britannia Aero Markets,2024-07-31,2151954,1289513,862441,40.08,343019,231066,288355,139931,63438,84985,11591155,6888389,4702765,1.81,0.73,23.88,1.46
Britannia Aero Markets,2024-08-31,2226002,1332038,893963,40.16,363382,216283,314297,136283,69145,108869,11501768,6799592,4702175,2.32,0.95,21.63,1.45
Britannia Aero Markets,2024-09-30,2092821,1275737,817083,39.04,366421,198013,252648,140208,55582,56857,11567535,6844433,4723102,1.2,0.49,27.09,1.45
Britannia Aero Markets,2024-10-31,2109165,1240989,868176,41.16,346824,223820,297531,137886,65457,94188,11482600,6847892,4634707,2.03,0.82,23.02,1.48
Britannia Aero Markets,2024-11-30,2342996,1398990,944005,40.29,386152,252344,305508,137662,67212,100634,11559767,6964988,4594779,2.19,0.87,22.8,1.52
Britannia Aero Markets,2024-12-31,2258400,1364302,894098,39.59,362453,237187,294457,138522,64780,91153,11498943,6869977,4628966,1.97,0.79,23.33,1.48
Britannia Solutions Vitae,2022-01-31,816186,174397,641789,78.63,234757,163162,243870,39903,53651,150316,4113759,1624191,2489567,6.04,3.65,6.66,0.65
Britannia Solutions Vitae,2022-02-28,809789,175719,634069,78.3,238965,163916,231187,39407,50861,140918,4164395,1644728,2519666,5.59,3.38,7.11,0.65
Britannia Solutions Vitae,2022-03-31,789642,172615,617026,78.14,236993,149057,230974,41645,50814,138514,4128047,1648298,2479748,5.59,3.36,7.14,0.66
Britannia Solutions Vitae,2022-04-30,740362,164125,576237,77.83,218590,149497,208149,40374,45792,121981,4171079,1655772,2515306,4.85,2.92,7.95,0.66
Britannia Solutions Vitae,2022-05-31,858472,190751,667721,77.78,249593,174012,244115,40051,53705,150358,4125532,1643048,2482483,6.06,3.64,6.73,0.66
Britannia Solutions Vitae,2022-06-30,846824,189272,657551,77.65,264132,187522,205896,40914,45297,119684,4134291,1662936,2471354,4.84,2.89,8.08,0.67
Britannia Solutions Vitae,2022-07-31,804757,175689,629068,78.17,227760,166094,235213,41713,51746,141753,4148066,1646204,2501862,5.67,3.42,7.0,0.66
Britannia Solutions Vitae,2022-08-31,820992,178823,642169,78.22,239303,171468,231396,39862,50907,140626,4151781,1650211,2501570,5.62,3.39,7.13,0.66
Britannia Solutions Vitae,2022-09-30,783289,169203,614086,78.4,219593,159654,234838,41780,51664,141393,4140220,1658080,2482139,5.7,3.42,7.06,0.67
Britannia Solutions Vitae,2022-10-31,843006,184796,658210,78.08,265000,161630,231580,38878,50947,141753,4159177,1676720,2482457,5.71,3.41,7.24,0.68
Britannia Solutions Vitae,2022-11-30,765159,163071,602087,78.69,215648,166035,220404,39726,48489,132188,4140106,1661237,2478869,5.33,3.19,7.54,0.67
Britannia Solutions Vitae,2022-12-31,837325,183904,653421,78.04,250641,160358,242421,41387,53332,147701,4148564,1673736,2474827,5.97,3.56,6.9,0.68
Britannia Solutions Vitae,2023-01-31,765435,167475,597960,78.12,231671,151788,214499,41477,47189,125831,4150561,1653922,2496639,5.04,3.03,7.71,0.66
Britannia Solutions Vitae,2023-02-28,769989,165414,604574,78.52,235810,155621,213143,40146,46891,126104,4156773,1647986,2508786,5.03,3.03,7.73,0.66
Britannia Solutions Vitae,2023-03-31,806576,171466,635109,78.74,224812,145732,264564,39328,58204,167032,4124584,1655838,2468746,6.77,4.05,6.26,0.67
Britannia Solutions Vitae,2023-04-30,799720,169424,630296,78.81,223372,156030,250893,39965,55196,155730,4147828,1667661,2480166,6.28,3.75,6.65,0.67
Britannia Solutions Vitae,2023-05-31,788916,169416,619499,78.53,234234,167231,218032,38450,47967,131614,4146146,1655390,2490756,5.28,3.17,7.59,0.66
Britannia Solutions Vitae,2023-06-30,780316,169288,611028,78.31,221173,147053,242801,41003,53416,148381,4141497,1641297,2500199,5.93,3.58,6.76,0.66
Britannia Solutions Vitae,2023-07-31,767111,164490,602620,78.56,230776,152204,219639,39484,48320,131834,4117515,1636156,2481358,5.31,3.2,7.45,0.66
Britannia Solutions Vitae,2023-08-31,836202,184741,651460,77.91,226831,167365,257263,36803,56598,163862,4124953,1638724,2486229,6.59,3.97,6.37,0.66
Britannia Solutions Vitae,2023-09-30,766020,170097,595923,77.79,219676,148551,227694,42630,50092,134971,4166927,1637810,2529117,5.34,3.24,7.19,0.65
Britannia Solutions Vitae,2023-10-31,802835,173757,629078,78.36,234869,170893,223315,40594,49129,133591,4162961,1662965,2499996,5.34,3.21,7.45,0.67
Britannia Solutions Vitae,2023-11-30,775171,167214,607957,78.43,203665,160239,244053,38074,53691,152287,4124874,1651031,2473842,6.16,3.69,6.76,0.67
Britannia Solutions Vitae,2023-12-31,784911,172465,612445,78.03,240098,162137,210209,38714,46246,125249,4148485,1659822,2488662,5.03,3.02,7.89,0.67
Britannia Solutions Vitae,2024-01-31,795262,174364,620898,78.07,243132,176945,200820,42552,44180,114087,4143816,1646032,2497784,4.57,2.75,8.2,0.66
Britannia Solutions Vitae,2024-02-29,760490,165752,594738,78.2,217017,144849,232871,41210,51231,140428,4142354,1663805,2478548,5.67,3.39,7.14,0.67
Britannia Solutions Vitae,2024-03-31,794223,178594,615628,77.51,231714,151990,231923,39462,51023,141438,4150502,1638631,2511871,5.63,3.41,7.06,0.65
Britannia Solutions Vitae,2024-04-30,798966,175867,623099,77.99,242153,158546,222398,39057,48927,134413,4129651,1659666,2469985,5.44,3.25,7.46,0.67
Britannia Solutions Vitae,2024-05-31,795406,173921,621484,78.13,221211,165367,234906,40783,51679,142442,4132904,1645457,2487446,5.73,3.45,7.0,0.66
Britannia Solutions Vitae,2024-06-30,761329,164284,597045,78.42,224569,170357,202119,39399,44466,118253,4146184,1667253,2478930,4.77,2.85,8.25,0.67
Britannia Solutions Vitae,2024-07-31,790479,173717,616762,78.02,228402,176575,211784,40168,46592,125023,4147641,1656219,2491422,5.02,3.01,7.82,0.66
Britannia Solutions Vitae,2024-08-31,761026,164547,596479,78.38,228610,173304,194564,43513,42804,108247,4166927,1673583,2493344,4.34,2.6,8.6,0.67
Britannia Solutions Vitae,2024-09-30,717867,155337,562529,78.36,205595,152264,204669,38801,45027,120840,4126090,1648345,2477745,4.88,2.93,8.05,0.67
Britannia Solutions Vitae,2024-10-31,775231,169509,605722,78.13,225767,182316,197638,39884,43480,114273,4138292,1645862,2492429,4.58,2.76,8.33,0.66
Britannia Solutions Vitae,2024-11-30,836338,182001,654337,78.24,231090,173594,249653,41883,54923,152845,4187607,1676963,2510644,6.09,3.65,6.72,0.67
Britannia Solutions Vitae,2024-12-31,838695,183554,655140,78.11,242218,162750,250171,41841,55037,153292,4135631,1645192,2490439,6.16,3.71,6.58,0.66
Quantumsytem Muscat,2022-01-31,1703444,273542,1429902,83.94,568737,207944,653219,40686,143708,468824,8264353,2284490,5979862,7.84,5.67,3.5,0.38
Quantumsytem Muscat,2022-02-28,1581502,262451,1319050,83.4,561008,176203,581838,44884,128004,408949,8325653,2319874,6005779,6.81,4.91,3.99,0.39
Quantumsytem Muscat,2022-03-31,1554233,257856,1296376,83.41,530665,177552,588158,40000,129394,418763,8292874,2342020,5950854,7.04,5.05,3.98,0.39
Quantumsytem Muscat,2022-04-30,1622303,262704,1359598,83.81,553905,194165,611528,43394,134536,433597,8233754,2292362,5941392,7.3,5.27,3.75,0.39
Quantumsytem Muscat,2022-05-31,1577543,259914,1317628,83.52,542482,177523,597622,42581,131476,423564,8294711,2315344,5979366,7.08,5.11,3.87,0.39
Quantumsytem Muscat,2022-06-30,1599167,261025,1338142,83.68,500956,180334,656852,42692,144507,469651,8304860,2351474,5953386,7.89,5.66,3.58,0.39
Quantumsytem Muscat,2022-07-31,1575185,259525,1315659,83.52,474257,184240,657160,40219,144575,472365,8244751,2301613,5943138,7.95,5.73,3.5,0.39
Quantumsytem Muscat,2022-08-31,1512252,247266,1264986,83.65,516893,167717,580375,41569,127682,411123,8304578,2318634,5985943,6.87,4.95,3.99,0.39
Quantumsytem Muscat,2022-09-30,1638957,266274,1372683,83.75,528929,183294,660459,42335,145301,472822,8261131,2276689,5984441,7.9,5.72,3.45,0.38
Quantumsytem Muscat,2022-10-31,1566456,257411,1309045,83.57,516795,174076,618173,42411,135998,439764,8364640,2368879,5995761,7.33,5.26,3.83,0.4
Quantumsytem Muscat,2022-11-30,1621757,260610,1361147,83.93,525305,179798,656043,41391,144329,470322,8269248,2296627,5972621,7.87,5.69,3.5,0.38
Quantumsytem Muscat,2022-12-31,1584508,255079,1329429,83.9,573161,173854,582413,41219,128130,413063,8281242,2307962,5973279,6.92,4.99,3.96,0.39
Quantumsytem Muscat,2023-01-31,1495139,242584,1252555,83.78,511252,169773,571529,43443,125736,402349,8282441,2328983,5953458,6.76,4.86,4.08,0.39
Quantumsytem Muscat,2023-02-28,1573596,258216,1315379,83.59,527144,185026,603208,42333,132705,428169,8362329,2305879,6056449,7.07,5.12,3.82,0.38
Quantumsytem Muscat,2023-03-31,1494169,243108,1251060,83.73,475194,156045,619819,41350,136360,442108,8294752,2300153,5994598,7.38,5.33,3.71,0.38
Quantumsytem Muscat,2023-04-30,1590907,257610,1333296,83.81,536457,177511,619326,42950,136251,440124,8276696,2305505,5971191,7.37,5.32,3.72,0.39
Quantumsytem Muscat,2023-05-31,1672367,267622,1404744,84.0,549255,176487,679001,42546,149380,487074,8285731,2319227,5966504,8.16,5.88,3.42,0.39
Quantumsytem Muscat,2023-06-30,1572301,251322,1320978,84.02,540019,197176,583782,40203,128431,415146,8286057,2294834,5991222,6.93,5.01,3.93,0.38
Quantumsytem Muscat,2023-07-31,1657067,274412,1382655,83.44,540244,192947,649463,43029,142881,463551,8295550,2322672,5972877,7.76,5.59,3.58,0.39
Quantumsytem Muscat,2023-08-31,1564204,260055,1304149,83.37,512076,174378,617694,41675,135892,440125,8205752,2306215,5899536,7.46,5.36,3.73,0.39
Quantumsytem Muscat,2023-09-30,1576830,262247,1314583,83.37,537327,160070,617184,41501,135780,439902,8210443,2271866,5938576,7.41,5.36,3.68,0.38
Quantumsytem Muscat,2023-10-31,1513276,245131,1268144,83.8,502006,172028,594110,40685,130704,422720,8340497,2317689,6022808,7.02,5.07,3.9,0.38
Quantumsytem Muscat,2023-11-30,1599565,255597,1343967,84.02,513417,169613,660936,44109,145405,471421,8306325,2316383,5989942,7.87,5.68,3.5,0.39
Quantumsytem Muscat,2023-12-31,1500961,245660,1255300,83.63,454354,149075,651870,42551,143411,465907,8264199,2305538,5958660,7.82,5.64,3.54,0.39
Quantumsytem Muscat,2024-01-31,1569456,252202,1317253,83.93,515378,178843,623031,42758,137067,443205,8306086,2349587,5956499,7.44,5.34,3.77,0.39
Quantumsytem Muscat,2024-02-29,1560072,254327,1305744,83.7,539859,184152,581733,44326,127980,409425,8337768,2351659,5986108,6.84,4.91,4.04,0.39
Quantumsytem Muscat,2024-03-31,1564215,261168,1303046,83.3,533640,161676,607729,42938,133700,431090,8344729,2330274,6014454,7.17,5.17,3.83,0.39
Quantumsytem Muscat,2024-04-30,1611173,265103,1346069,83.55,500369,191614,654085,42710,143898,467476,8341656,2347803,5993853,7.8,5.6,3.59,0.39
Quantumsytem Muscat,2024-05-31,1573344,258115,1315229,83.59,509713,172349,633165,42531,139296,451338,8299722,2316711,5983011,7.54,5.44,3.66,0.39
Quantumsytem Muscat,2024-06-30,1506605,244067,1262537,83.8,490976,158871,612689,40928,134791,436969,8223755,2303498,5920256,7.38,5.31,3.76,0.39
Quantumsytem Muscat,2024-07-31,1596539,262662,1333877,83.55,532087,182613,619177,42265,136218,440692,8313472,2329824,5983647,7.36,5.3,3.76,0.39
Quantumsytem Muscat,2024-08-31,1569307,255191,1314115,83.74,500926,159999,653189,40889,143702,468598,8281677,2303106,5978571,7.84,5.66,3.53,0.39
Quantumsytem Muscat,2024-09-30,1595358,259646,1335711,83.72,521419,182616,631674,44111,138968,448594,8275282,2341939,5933342,7.56,5.42,3.71,0.39
Quantumsytem Muscat,2024-10-31,1450510,236976,1213533,83.66,454784,160181,598568,41469,131684,425414,8302957,2282688,6020269,7.07,5.12,3.81,0.38
Quantumsytem Muscat,2024-11-30,1539342,251267,1288074,83.68,507729,176556,603789,41982,132833,428973,8244464,2284913,5959550,7.2,5.2,3.78,0.38
Quantumsytem Muscat,2024-12-31,1665243,272264,1392979,83.65,575025,169910,648043,41637,142569,463836,8243623,2301152,5942471,7.81,5.63,3.55,0.39
(plc) Cargologitic,2022-01-31,1342150,882247,459902,34.27,309659,7406,142836,78760,31423,32651,6723831,3485837,3237993,1.01,0.49,24.4,1.08
(plc) Cargologitic,2022-02-28,1315445,860104,455341,34.61,305888,6603,142849,78460,31426,32962,6657613,3458311,3199301,1.03,0.5,24.21,1.08
(plc) Cargologitic,2022-03-31,1295389,846694,448695,34.64,291412,6249,151033,76793,33227,41012,6717362,3437368,3279993,1.25,0.61,22.76,1.05
(plc) Cargologitic,2022-04-30,1247334,813999,433335,34.74,280583,6532,146219,77862,32168,36189,6672689,3473064,3199625,1.13,0.54,23.75,1.09
(plc) Cargologitic,2022-05-31,1223062,784671,438391,35.84,271740,6688,159963,78398,35192,46372,6690586,3465296,3225289,1.44,0.69,21.66,1.07
(plc) Cargologitic,2022-06-30,1297380,826895,470485,36.26,297027,7001,166455,87020,36620,42815,6712008,3517158,3194850,1.34,0.64,21.13,1.1
(plc) Cargologitic,2022-07-31,1363835,882707,481127,35.28,307356,7608,166161,74333,36555,55273,6672287,3400713,3271573,1.69,0.83,20.46,1.04
(plc) Cargologitic,2022-08-31,1169033,756214,412819,35.31,268992,6043,137783,77122,30312,30348,6680227,3486538,3193688,0.95,0.45,25.3,1.09
(plc) Cargologitic,2022-09-30,1334765,877518,457247,34.26,294714,7202,155330,76354,34172,44803,6697174,3466151,3231023,1.39,0.67,22.31,1.07
(plc) Cargologitic,2022-10-31,1376707,882671,494036,35.89,302157,7003,184875,79834,40672,64368,6677786,3427890,3249895,1.98,0.96,18.54,1.05
(plc) Cargologitic,2022-11-30,1261288,825303,435985,34.57,280800,7550,147635,75924,32479,39230,6630556,3441415,3189140,1.23,0.59,23.31,1.08
(plc) Cargologitic,2022-12-31,1340928,881416,459512,34.27,304534,6874,148102,77261,32582,38259,6605955,3392878,3213076,1.19,0.58,22.91,1.06
(plc) Cargologitic,2023-01-31,1351350,899982,451367,33.4,325872,6981,118513,77284,26073,15156,6713520,3468467,3245052,0.47,0.23,29.26,1.07
(plc) Cargologitic,2023-02-28,1325448,863992,461456,34.82,295823,7232,158400,75946,34848,47605,6683708,3425913,3257794,1.46,0.71,21.63,1.05
(plc) Cargologitic,2023-03-31,1274195,835881,438314,34.4,286788,6206,145320,77048,31970,36301,6723015,3418920,3304095,1.1,0.54,23.52,1.03
(plc) Cargologitic,2023-04-30,1350673,873824,476849,35.3,314273,7229,155345,76671,34176,44498,6616940,3431967,3184973,1.4,0.67,22.09,1.08
(plc) Cargologitic,2023-05-31,1232567,810759,421808,34.22,297794,6350,117663,76811,25885,14965,6696076,3418921,3277154,0.46,0.22,29.05,1.04
(plc) Cargologitic,2023-06-30,1228233,806216,422016,34.36,262312,5876,153827,78321,33842,41664,6652771,3470448,3182323,1.31,0.63,22.56,1.09
(plc) Cargologitic,2023-07-31,1268428,824264,444164,35.02,296552,7024,140587,79228,30929,30429,6740742,3489536,3251205,0.94,0.45,24.82,1.07
(plc) Cargologitic,2023-08-31,1233987,798573,435413,35.29,290629,6200,138583,73890,30488,34205,6651812,3420785,3231026,1.06,0.51,24.68,1.06
(plc) Cargologitic,2023-09-30,1319760,861882,457877,34.69,304975,6180,146722,77866,32278,36576,6661631,3470017,3191614,1.15,0.55,23.65,1.09
(plc) Cargologitic,2023-10-31,1238906,800155,438750,35.41,278922,6286,153541,77264,33779,42498,6669926,3455922,3214004,1.32,0.64,22.51,1.08
(plc) Cargologitic,2023-11-30,1248212,820997,427215,34.23,279330,6072,141812,77873,31198,32740,6635641,3514682,3120958,1.05,0.49,24.78,1.13
